name,x^6,x^5,x^4,x^3,x^2,x^1,constant
H2,-3.1585645820294e-13,5.423922735489195e-11,5.313775199230442e-07,0.0010619189371958576,1.4139927579467264,1059.6366359868798,-164322.86158290025
H2,9.73937900669447e-15,-1.8202829220038216e-10,1.2255895953956872e-06,-0.0037472519226871837,11.12297312032618,-7460.885467171556,2672849.3459520913
Li2,-6.380470480121879e-13,3.660970229235092e-11,8.231945411686656e-07,0.0015694646089085685,1.8920481499758965,1222.6676092264458,-194104.13391018612
Li2,-4.021184691772763e-14,6.84799627804335e-10,-4.0501595900053346e-06,0.008976169145346954,2.6668722041555872,-11434.630213849116,7908994.103114779
B2,-7.63518663164117e-13,3.3529218162337336e-11,9.041823047193044e-07,0.0016294304911393931,1.7810354027685982,958.533798099996,-166371.09721609092
B2,-9.763706529571049e-16,8.78648128135498e-12,8.251301698545311e-09,-0.00013494946930217404,5.012745318688114,-606.7519792976448,89716.17209420142
C2,-2.9938328754271805e-13,9.452204658430523e-11,6.057417979785759e-07,0.0011810582892016076,1.5780897301844656,1229.3856158581914,-77047.92118522958
C2,-1.546072060965741e-15,3.982059640562798e-11,-3.803474681649592e-07,0.0017088483225403568,1.808714612021642,1504.7588246250605,-367882.5442875291
N2,-5.856063088693052e-13,9.898639306834593e-11,8.339191721078393e-07,0.0014220420440455282,1.4990106408183839,774.4530989896757,-97266.4383469681
N2,-6.787748492415179e-16,1.3292381728769366e-11,-9.420330191674906e-08,0.00030795162728504194,4.22315298080054,-410.1400940250657,-93836.21720981124
O2,-8.418096042719602e-13,6.592851513044755e-11,1.0061112836596076e-06,0.0016952328917754507,1.6679096590166913,705.7341213218514,-97352.67273904629
O2,9.67310572931569e-16,-1.127400517489194e-12,-1.4373510819236796e-07,0.0012807627262134591,1.303767407030599,3211.190278606416,-1450071.019820504
F2,-7.247112161370273e-13,3.12151455912246e-11,8.735436959762577e-07,0.0016055060162258113,1.8134718801815974,1040.0996352957122,-184478.6378974508
F2,9.355377009014069e-15,-1.0633066354269766e-10,3.895857004733524e-08,0.003078712300363607,-5.980540529815904,12980.369960878903,-5565878.495704046
Na2,-5.259631167317266e-13,9.141200688464227e-11,8.245675122986648e-07,0.0015422865569186912,1.8848412899344118,1262.4980844554989,-189881.90262513177
Na2,2.542104916039318e-15,-2.1124848667324076e-10,3.1737672008014033e-06,-0.018744902560012128,54.56820036284941,-56266.29896085279,22367700.770106073
Mg2,-2.580347145776567e-13,1.4792167104735475e-11,3.958297365838417e-07,0.0008669823975604397,1.252103606897721,1041.1916148688233,-86514.37298999948
Mg2,-1.7184170863155592e-15,3.46164485764769e-11,-2.3372206610935262e-07,0.0006406645516257617,3.1211196438084285,-1020.6178580826427,686008.13271556
Al2,-6.426834265093133e-13,1.3600112090610796e-11,7.851593867305576e-07,0.0015285455557635375,1.8696370256784585,1229.6626433704278,-194763.8653678129
Al2,-4.2812749706308524e-14,9.197299685260668e-10,-7.632921321860001e-06,0.030148760047092237,-52.45801537713353,50969.06605401183,-17314649.18917291
Si2,-6.240679959857909e-13,1.0750319676378824e-11,7.623844676235585e-07,0.0014954091711181746,1.8449219324687345,1225.1390662369192,-206476.67690581156
Si2,-8.077177640358801e-15,1.456860962916314e-10,-9.46589403840029e-07,0.003101955942918765,-0.6732107524453446,4399.049416528569,-1510753.8375810606
P2,-6.730573220148356e-13,1.7516934997196216e-11,8.094053048778676e-07,0.0015378774768561654,1.8160081866555748,1123.7244270592123,-199386.76830308195
P2,-1.193712593425022e-14,2.094044543314133e-10,-1.2273302044782225e-06,0.0035011865716636477,-0.7034517971867441,3975.7723386777384,-1311555.996945236
S2,-6.564991039536748e-13,1.6025418294164635e-11,7.945098514658029e-07,0.0015233991361533418,1.8228174173988798,1152.6624706038888,-203665.78717295802
S2,-3.4444006565652137e-16,1.1721030265915879e-11,-9.730155166463714e-08,0.00040879163129609064,3.7862210771118696,645.4164258828366,-305254.7700369691
Cl2,-6.494397228795077e-13,7.886476027272036e-12,7.781825941440893e-07,0.0015159269874823373,1.8467951713429274,1201.4957779993224,-204791.76203467764
Cl2,2.379028801873643e-13,-4.789330970313723e-09,3.63510795426333e-05,-0.1307021259912089,243.04440451661026,-212293.10623607397,72647231.78024721
K2,-6.675324204494427e-13,7.521784746107982e-11,9.170515425781945e-07,0.0016740302790487647,1.9333044533633323,1177.7985503133034,-169392.0003370939
K2,2.84223441646146e-14,-7.366606344071482e-10,7.366289279602336e-06,-0.035325192220661286,87.41777521303115,-87434.65111060817,33624495.380856834
Cu2,-6.277171035580579e-13,1.3583049202129432e-11,7.725289075742343e-07,0.0015123836869724004,1.8658246982412314,1244.8968313532448,-191540.66321515533
Cu2,3.039513687236324e-15,-6.884443714925904e-11,5.231534946538301e-07,-0.0014149256206748468,6.557209129808583,-1243.1978516351867,233525.1778796155
As2,-6.191159448359808e-13,5.4779833436918374e-12,7.492352594272612e-07,0.0014819259607130035,1.8434769396784152,1239.5815660585822,-202999.63294548524
As2,-5.003235674003492e-16,-4.2145538489685094e-11,7.137620555633995e-07,-0.0032541117031884585,10.96196211839314,-5769.019479886758,1887635.0026151966
Se2,-4.3619957228695463e-13,-1.2510726804570987e-11,5.796080562979582e-07,0.0013104454326655348,1.8995158675673967,1541.0792278681802,-247583.62920941485
Se2,-2.922519489581154e-15,5.548640685565957e-11,-3.721216719057009e-07,0.0012902804485734054,2.285649348416063,1982.7991667608158,-604816.5231125099
Sb2,-6.190421276717912e-13,4.479500921190745e-12,7.479507525560807e-07,0.0014822807601246714,1.8485456028123675,1250.738441049143,-192696.5130541316
Sb2,-1.0133785922596058e-15,-5.380183062670607e-12,2.4454372233583183e-07,-0.001256948153244318,7.222526328924516,-2546.7779915465494,865306.0719229332
Te2,-9.381390747194494e-13,5.23489039286429e-11,1.1036640033628502e-06,0.001923796122341802,1.9956862115282288,967.045440306005,-133794.6573429506
Te2,-3.4999196320846647e-15,4.561531722050737e-11,-1.8484123216405438e-07,0.00044154737626069326,3.6934694709981724,2169.6154224748534,-1191299.4857529367
I2,-6.933317271494425e-13,-5.175354236579278e-12,7.944267581200474e-07,0.0015493520109972822,1.8735441501687773,1208.5852553821803,-179538.62661127135
I2,-4.8702309686991994e-14,1.4553413790461284e-09,-1.5593000604702714e-05,0.07596874960132106,-167.88621462370784,179498.70613935587,-68847017.11495277
Cs2,-2.975881778892458e-13,2.6871574857906373e-10,9.400821703370205e-07,0.0015923165978062592,1.8837093533015494,1249.5058161258514,-182490.50466487955
Cs2,2.8386625501119922e-14,-6.230103639527961e-10,5.274031131129732e-06,-0.021136492320526702,42.88320114837506,-27102.728588712405,6130863.371781621
H2+,-6.377644791970964e-13,1.0709493584257612e-10,8.928323651904274e-07,0.0014956867397570353,1.5251627937182282,729.617529949597,-88656.23927549543
H2+,2.3192257317456163e-15,-3.5866292653593194e-11,1.4740850052213983e-07,-9.84263847299878e-06,4.262295377190779,1.030293687051053,-343370.8200198804
He2+,-8.347860246706424e-13,8.254645691356043e-11,1.0275178386076475e-06,0.0017099850895123869,1.6609866574695227,681.5026005906918,-90185.15556589566
He2+,2.808682804524287e-14,-5.313193383018657e-10,3.7022447286751763e-06,-0.011993081534229372,24.826360211311954,-17046.27447933834,5251551.046694305
C2+,-8.375744357865702e-13,4.872931481099897e-11,9.799047901537305e-07,0.00168798500911362,1.7132282881954428,782.3572941993591,-120492.9287941172
C2+,-3.0707354013670475e-16,5.911853079415232e-12,-4.197479274394141e-08,0.00015259309856811707,4.283948242719848,80.47286399612335,-226506.86018699405
N2+,-6.525834407434263e-13,9.516370296728185e-11,8.849811859335497e-07,0.0014931290559486742,1.527954321993269,733.960290042979,-89906.59008343928
N2+,2.101167931885574e-15,2.8033138315964644e-12,-4.808337954668237e-07,0.003983943040493935,-6.001739040251601,11108.636564227392,-4622212.7247074125
O2+,-8.119083643227076e-13,8.06750766042475e-11,9.975698722153166e-07,0.0016551991815981855,1.600055081669552,653.6902164881686,-62824.72143810846
O2+,1.0160920494678174e-15,-6.240348608198964e-12,-5.183819034085889e-09,0.00014336975888987685,4.27301631639889,-38.54000608968561,-254981.65079157345
Ne2+,-6.15677396612432e-13,4.472476293445651e-12,7.432177737599224e-07,0.001471345752126443,1.8308738235213269,1229.7810934324473,-207087.31064487636
Ne2+,1.1838685432013602e-16,-2.3373790620435903e-12,1.7922523243358837e-08,-6.820867702260949e-05,4.636010435820046,-135.6663999371487,9087.32198035324
P2+,-7.08725875848559e-13,2.316415742454125e-11,8.536098112726509e-07,0.0016025722980830867,1.865285674289457,1134.201551274179,-177080.7177187318
P2+,-4.5527299543304205e-15,8.058742314821281e-11,-4.7495322046559044e-07,0.0013896690801521439,2.4330140184916487,1932.5614892005128,-763299.1617959823
S2+,-5.528118781487833e-13,-3.5476572632939273e-12,6.821150056560151e-07,0.0014106999253674871,1.8520985032792516,1337.742334910166,-225004.1494997348
S2+,-2.3850815749627096e-15,3.334216641436878e-11,-1.1449061658247715e-07,6.141328713495008e-05,4.7954808991871465,-483.6323141254337,211563.7438475295
H2-,-4.400789692437283e-13,4.796488572417999e-11,6.214313773905993e-07,0.0011731935874684356,1.42406965574472,941.8063510620779,-128764.98206392364
H2-,9.677598801480761e-15,-1.798497924958439e-10,1.1994626329027257e-06,-0.0036103384370066304,10.784786202755576,-7075.490193240605,2511373.894365595
C2-,-7.988671825682388e-13,7.848525992921075e-11,9.861550896930057e-07,0.0016493260939762682,1.618174886662951,685.0885566253897,-87085.94023795499
C2-,-1.1907735190248506e-14,1.7511030384347566e-10,-8.364745169577848e-07,0.0017893927388144889,2.8813778505436414,268.26912504433784,-134491.00201726827
LiH,-8.528076233649245e-13,6.759461806503821e-11,1.0264648087857788e-06,0.0017398378076539304,1.7326611809419683,756.1473773831337,-115271.45041480224
LiH,-1.355694017145275e-14,3.626817921629812e-10,-3.4319251494086538e-06,0.014945513876380124,-26.154674382558273,29706.918449854016,-11060330.927208286
BeH,-7.237163399541015e-13,9.903583869879177e-11,9.545984004522712e-07,0.0015878457221165623,1.5737457837976736,694.0110412354634,-84212.70165839302
BeH,4.984516363533727e-15,-1.4215479422317114e-10,1.3661209730939886e-06,-0.005439192452126392,15.400951428038347,-10517.10784032964,3427705.913871407
BH,-6.093184132817435e-13,1.0707606399168992e-10,8.688411654221013e-07,0.001464731766657786,1.5163226238094112,752.9328477809748,-93198.05854692971
BH,3.7354869531235366e-15,-1.0329536159175924e-10,9.535149105805342e-07,-0.0036844165680694164,11.931652790773477,-7444.430489003215,2350627.2261905326
CH,-4.3972256901733336e-13,1.086962979188602e-10,7.267105279924084e-07,0.0012753790171189912,1.4483552916347708,872.9031425944962,-117294.94239377495
CH,-1.0647949405688855e-14,1.92312720786245e-10,-1.3207725627820148e-06,0.004427774876312628,-1.676370814927196,3014.613595614385,-751883.0997498478
NH,-3.7829554245064493e-13,9.140037827655154e-11,6.449894185711843e-07,0.0011796555789086193,1.4226885213080027,942.5820246726971,-132413.4417983486
NH,-3.3344504557706827e-15,4.893450506890386e-11,-2.3406732408476554e-07,0.0006719599914016327,3.890827563844534,-791.6477890529433,187934.4407664357
OH,-3.567470293372222e-13,7.166670837181912e-11,5.930070193271369e-07,0.0011245822800337757,1.4112978490125885,985.2602855529603,-142652.53348836242
OH,-3.5991435674291935e-15,6.65137593645642e-11,-4.456096553878457e-07,0.0014635397370324564,2.625544355324672,-205.57623141909133,185601.7581253934
HF,-3.6063720490160954e-13,5.50001238702611e-11,5.678401882531232e-07,0.0011025813957427327,1.4096485906576512,1004.7003024351789,-147138.0849016832
HF,-2.3586980544999432e-15,4.506711475479699e-11,-3.1079323385885347e-07,0.0010293330683904885,3.3886747197004814,-1147.7777465960212,629850.0868193175
NaH,-8.112781647194102e-13,5.3043935127484115e-11,9.75607897511308e-07,0.0017043963209120532,1.7835940623914435,877.0338780181086,-147949.02200649955
NaH,-3.819671538884677e-15,1.4586743388637838e-10,-1.7046864103183364e-06,0.00862057132297296,-14.614093902117125,19597.193746274454,-7606583.611924847
MgH,-8.560538543718426e-13,7.087794574776471e-11,1.0317243417494553e-06,0.0017373281867629465,1.7114509381378,726.0252030006875,-106189.42551953644
MgH,2.0670318761201373e-14,-3.406214741776375e-10,1.9343516585361492e-06,-0.004228637428069761,8.296122522944113,-445.6459425727213,-921076.3199141609
AlH,-8.344511063871708e-13,7.98447094785957e-11,1.0225805427307833e-06,0.0017052050001633498,1.6600749794986795,685.0551516687541,-91068.00362222163
AlH,1.156091266994048e-14,-2.421418390243846e-10,1.8468118776548294e-06,-0.006433850265720396,16.26583717993781,-10551.099947432984,3330123.35544581
SiH,-7.287413424492719e-13,9.671335284756131e-11,9.548668428336932e-07,0.0015896493383216273,1.5748863205403267,692.9756499542565,-84259.57060586484
SiH,-6.033664065961939e-15,9.303406168178868e-11,-5.138331294029882e-07,0.0015174169517220316,2.4264066312991392,1207.87954789327,-628779.8076849394
PH,-6.061184613390294e-13,1.0464688622869265e-10,8.616894072935393e-07,0.0014562942544548998,1.5125861588726492,756.4370663778175,-93860.85632281263
PH,-6.1388091549776376e-15,1.1764323394462314e-10,-8.948795180914444e-07,0.0036245337158693435,-2.163863047026679,5397.59948832227,-2083220.6082973543
HS,-4.930279600257663e-13,1.046056139755426e-10,7.647431430901161e-07,0.0013273360458095518,1.4652026107156637,836.1371972265191,-109468.55994881137
HS,-5.660180051689071e-15,9.790512376551583e-11,-6.149120841153522e-07,0.001970083187961123,1.6064866173099266,1525.1164205720872,-683490.9945987304
HCl,-4.1749113599741043e-13,9.778857866288711e-11,6.888995059174173e-07,0.0012323197469822195,1.436036055047274,902.1896616301667,-123410.56840149246
HCl,-2.1784068048974035e-15,4.0782137386747526e-11,-2.7261290787589656e-07,0.0009045783501253262,3.4135157807289356,-233.49158802520228,-34261.521693954484
KH,-7.506282308265444e-13,4.2742696028286176e-11,9.1408453616526e-07,0.0016482986984334518,1.816209471345217,995.4080806692876,-175684.44948380507
KH,4.1541298010721e-15,2.974452901528322e-11,-1.2247521403497475e-06,0.008168775165409599,-15.596381044626096,21725.06149248379,-8616171.329402637
CaH,-8.325137317754507e-13,5.1196561346144035e-11,9.836938732416211e-07,0.0017003492852609174,1.7405039257837118,811.8486125913216,-129999.63656311747
CaH,7.754255430933632e-15,-1.9702267680768782e-10,1.759017566749271e-06,-0.006572880652297705,16.632980637140065,-10654.866857995807,3350096.6176659237
TiH,-1.300057497375542e-12,5.087669902402481e-11,1.4061441837382816e-06,0.0023150118911085655,2.1055646566830815,661.2582375313851,-101329.71281051682
TiH,1.1178002955811402e-14,-1.6220838394807381e-10,6.574581206135372e-07,-0.00012817626462119757,2.157284060450318,5575.074331649179,-2973141.4092002707
CrH,-8.446450848643357e-13,7.783253150878818e-11,1.0285634011066667e-06,0.0017161463101836253,1.6690510511372452,685.6676613910616,-92067.54819895574
CrH,4.547989891159319e-14,-9.003841296178889e-10,6.591031228952297e-06,-0.022062908438568476,42.051379257841546,-31266.394307547907,9782344.812292267
MnH,-8.526453241517783e-13,7.239248698917276e-11,1.029299237291083e-06,0.0017282214352247122,1.6948378146447263,710.8350735374738,-100894.50669278817
MnH,2.420031688874654e-14,-4.793325364436266e-10,3.515220220901635e-06,-0.01188578059968551,25.33063308210939,-17891.56939013856,5668675.123210027
FeH,-9.28371870036243e-13,1.0503191287914688e-10,1.1939388529987535e-06,0.002027251174267154,2.0644677405578262,964.8144334464747,-145949.34999323313
FeH,7.803563370088305e-15,-1.642578464082927e-10,1.2884291034097048e-06,-0.004740213411837023,13.813832323843574,-6377.489031595209,1453078.1933369976
CoH,-8.422052113944365e-13,6.283209075146108e-11,1.0023019292362886e-06,0.0016949476925830077,1.675958384084137,718.1685792011253,-101003.62183024015
CoH,-1.0542556942616314e-15,1.5956103251311333e-11,-8.251454010668502e-08,0.00023326024764814833,4.2769291646364636,-30.467176031151343,-201109.70107248056
NiH,-7.307130369677664e-13,3.3233135938780627e-11,8.797042781255586e-07,0.0016066898342074797,1.7983514097039857,1014.8833817550693,-177321.92232466504
NiH,5.81043543221555e-15,-1.413499099422924e-10,1.2065015790926492e-06,-0.00447774669573492,12.933214694247281,-7549.673097838335,2448070.0751817618
CuH,-7.682455771543708e-13,9.39182713155147e-11,9.852471911025449e-07,0.0016350381144207746,1.6006075401845314,678.5740940931046,-83210.41567889703
CuH,-5.902136430077981e-15,8.614750666930017e-11,-3.830156616199414e-07,0.0009183237225627949,3.648788344983292,142.0674526649403,-264480.01054708037
ZnH,-8.487212515138431e-13,8.412651812407839e-11,1.0461704247677635e-06,0.0017429740228875848,1.6967624781221828,699.3012197349957,-98190.52604702106
ZnH,-4.76824532880607e-15,1.764387196543019e-10,-2.0183524815948906e-06,0.009640432657401086,-15.425930146501797,19060.982750196403,-7106380.367750464
GaH,-8.498966148790912e-13,7.493725848709789e-11,1.0294767946992254e-06,0.0017225061905822019,1.6807543081530005,695.904247548756,-95810.91976549623
GaH,1.47111606575131e-14,-3.6846633498655716e-10,3.2443544061696736e-06,-0.012473291911673696,28.438449855459783,-21986.542035458417,7388656.124657108
GeH,-8.021896834480597e-13,8.763248974110894e-11,1.0051509978362425e-06,0.0016694775292508631,1.6251664165999158,674.5110107860045,-84859.36488982351
GeH,6.715402158849535e-15,-1.724380189948655e-10,1.5142294492880537e-06,-0.0056755438811755595,15.349866565158417,-10032.178883702643,3184238.7631438067
AsH,-6.666787360440727e-13,9.460800694143874e-11,8.967526185055637e-07,0.0015106693564451545,1.538541604534654,729.6141702407178,-89715.02781624376
AsH,-9.600677734929233e-16,1.7929882710083554e-11,-1.1972456796150168e-07,0.0003911004168966008,4.041835391248186,-103.74810560777821,-212640.9567048512
SeH,-9.714924481135463e-13,1.1347741451568297e-10,1.19126242574559e-06,0.0018921227404177642,1.6782755667411196,498.08290928563355,-45218.647787874914
SeH,-6.324667713317366e-16,1.2441926955470102e-11,-9.620297084935485e-08,0.00039026828706485456,3.5238748071824864,1723.366672306105,-1196606.2950838648
HBr,-5.025312228866173e-13,1.0430767543206979e-10,7.723141459519468e-07,0.0013374763186263865,1.468685582170343,829.4134706133659,-108056.22294557949
HBr,-3.030313597525492e-15,5.4951947825242613e-11,-3.6042460810564855e-07,0.0012024836886535667,2.8077581679626094,594.3714002222441,-394500.5359985953
RbH,-7.338223514371309e-13,4.1581297935269795e-11,8.998207169578181e-07,0.001635046768730542,1.8248338491107872,1025.3975530264715,-182066.7010049898
RbH,-8.49942333614423e-15,2.6668049170188365e-10,-2.8926374915176055e-06,0.013686955216236089,-24.76271089705134,29156.15606961191,-10935152.832325699
SrH,-8.198779941293507e-13,4.981277672360193e-11,9.750743693382144e-07,0.001700413856395583,1.768902263560024,857.2376469392212,-142453.89461575402
SrH,2.694251302370787e-14,-5.310966825999773e-10,3.8917274805204265e-06,-0.013110329830955452,27.250114825350845,-19242.023287551452,6103774.006423739
AgH,-8.207031244544806e-13,8.478124828735342e-11,1.0176418627637715e-06,0.001691536762691893,1.643472623183364,676.3707600544114,-87181.63509444123
AgH,1.5164906753644478e-14,-3.080682406401318e-10,2.3052082953660606e-06,-0.007909234310417334,18.70406538097672,-12556.303327981392,3955085.7933741147
CdH,-8.379061467235077e-13,5.121588482981282e-11,9.855542353769685e-07,0.0016963657728111781,1.7221330589228525,787.2674776950927,-122180.35642194604
CdH,-1.1227272111409927e-15,1.2821980857856397e-11,-8.199315290148233e-09,-0.00010727190261008805,4.96030832377679,-588.3867076714041,14300.274638586168
InH,-8.559493388385721e-13,6.723056832036866e-11,1.0254932494863015e-06,0.001731769162076265,1.7113824931839916,731.6196788134868,-107624.3862336943
InH,2.3816784131528452e-14,-6.534997570286118e-10,6.037850062767665e-06,-0.02396798469092374,51.15254658966148,-43219.108629940296,14930301.068140233
SnH,-8.447794093989071e-13,5.891732415956559e-11,9.993562405489887e-07,0.0016972857971229625,1.687653269190032,732.9709434369817,-105868.43652057229
SnH,-1.2735734582252167e-15,2.1576319715358172e-11,-1.328481918187354e-07,0.00043205394035576375,3.8765046457855266,364.6435165063944,-335120.9285470377
SbH,-6.449831525857687e-13,2.3905047221343365e-11,7.937024198804951e-07,0.0015067864797299725,1.7874852787427822,1119.5546076471994,-187651.04647184414
SbH,-2.354913664986428e-15,4.475609436075273e-11,-2.9979448946523654e-07,0.0010056764709209204,2.8357432119509287,1362.6186370084702,-547845.3769465991
TeH,-7.289304661243876e-13,1.093122546340405e-10,9.876400822507889e-07,0.0016500892287406373,1.6590077790150992,757.5277008334297,-110067.17435638072
TeH,-4.905284525765478e-16,-4.199557638475703e-12,1.9259914106003176e-07,-0.0016662136805643054,10.38710175780351,-7134.406787454754,2550189.060239754
HI,-6.230946183580278e-13,1.0307761051101144e-10,8.735935519381822e-07,0.0014733162337180034,1.5197076055628773,746.8457899692517,-92226.24681049837
HI,-3.991146806202588e-15,6.632428487874162e-11,-3.9684756669989445e-07,0.0012461106489713254,2.770620841884635,821.1274959931852,-502124.6316909747
CsH,-7.093218502913105e-13,3.2092116370676625e-11,8.632643826467647e-07,0.0015944884507032243,1.8177220193345776,1060.74656553956,-188858.2719988951
CsH,-2.762551148935672e-13,4.83874319559703e-09,-3.2083194646466436e-05,0.10513722969517181,-175.8045296863579,154451.14191377492,-51793001.94452195
BaH,-8.332483415905382e-13,4.104867361959738e-11,9.724130594424723e-07,0.0017049349357123507,1.7792953780610348,866.2341568613161,-144941.3850443791
BaH,7.935354905167305e-14,-1.3804053099112485e-09,8.428164885085874e-06,-0.021367177214445816,29.067982118652413,-11135.768371823036,693586.820452078
YbH,-8.310253750244527e-13,5.376849263921355e-11,9.89889173323806e-07,0.0017139323379700316,1.7632237965014508,832.7918092120176,-136296.57018125034
